,pca,tsne,_step,_wandb,_runtime,_timestamp,max_accuracy,knn,lr,k_wl,seed,tags,model,k_fold,dataset,batch_size,gnn_kwargs,max_epochs,mlp_kwargs,num_repition,wl_convergence,encoding_kwargs,transformer_kwargs,Tags,name,run_id,num_epochs,val_accuracy,test_accuracy,num_epochs_std,val_accuracy_std,test_accuracy_std,train_accuracy,train_accuracy_std,jk,act,norm,device,dropout,act_first,num_layers,hidden_channels,embedding_dim,Shannon Diversity,1-WL Accuracy,dataset_names,wl_max_iterations,model_type
16,,,0.0,{'runtime': 2575},2576.580080986023,1686383434.704638,,,0.0630526416013015,,42.0,sweep_gnn:basic_pool,GCN:Mean,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.05865727537455907, 'act_first': False, 'num_layers': 5, 'hidden_channels': 16}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.092743130860709, 'num_layers': 3}",5.0,False,,,sweep_gnn:basic_pool,GCN:Mean: 10.06.2023 09:07:36,739hu0tt,99.72000122070312,76.1111068725586,71.72000122070312,2.303856611251831,3.4649016857147217,3.725477695465088,73.44691467285156,2.284184455871582,cat,relu,batch_norm,cpu,0.092743130860709,False,3.0,16.0,,,,,,GNN
17,,,0.0,{'runtime': 7225},7226.222566127777,1686385028.5988102,,,0.03242437626605263,,42.0,sweep_gin:basic_pool,GIN:Mean,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.06013989687720555, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.06830622166547132, 'num_layers': 2}",5.0,False,,,sweep_gin:basic_pool,GIN:Mean: 10.06.2023 08:16:41,7x7sunbg,94.26000213623048,67.75675964355469,65.77128601074219,3.2876391410827637,4.2762250900268555,4.403067588806152,66.56653594970703,4.148293495178223,cat,relu,batch_norm,cpu,0.06830622166547132,False,2.0,128.0,,,,,,GNN
18,,,0.0,{'runtime': 9724},9725.75390982628,1686385915.7327628,,,0.05320718580797637,,42.0,sweep_gin:basic_pool,GIN:Sum,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.05966564619984319, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1774676548732378, 'num_layers': 2}",5.0,False,,,sweep_gin:basic_pool,GIN:Sum: 10.06.2023 07:49:48,1ongicgl,99.76000213623048,69.84864807128906,68.3260269165039,2.6539151668548584,5.550227642059326,4.878500461578369,68.96546173095703,4.695157051086426,cat,relu,batch_norm,cpu,0.1774676548732378,False,2.0,128.0,,,,,,GNN
19,,,0.0,{'runtime': 3446},3447.6169130802155,1686377786.266871,,,0.006729402366475504,,42.0,sweep_gin:basic_pool,GIN:Max,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.0037528068701628394, 'act_first': False, 'num_layers': 5, 'hidden_channels': 64}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.15523076442702696, 'num_layers': 4}",5.0,False,,,sweep_gin:basic_pool,GIN:Max: 10.06.2023 07:18:57,qdgdgoea,82.23999786376953,67.04864501953125,64.61799621582031,2.5278851985931396,2.776080369949341,2.466177225112915,66.2006607055664,1.68240225315094,cat,relu,batch_norm,cpu,0.15523076442702696,False,4.0,64.0,,,,,,GNN
20,,,0.0,{'runtime': 6836},6838.187261104584,1686380838.892418,,,0.017264728998294995,,42.0,sweep_gnn:basic_pool,GCN:Sum,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.08783473831408287, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1202870266875832, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GCN:Sum: 10.06.2023 07:13:18,puh2vsnh,94.91999816894533,74.5999984741211,69.33999633789062,3.5099856853485107,3.3672499656677246,4.556269645690918,71.31111145019531,2.926934003829956,cat,relu,batch_norm,cpu,0.1202870266875832,False,5.0,128.0,,,,,,GNN
21,,,0.0,{'runtime': 4557},4558.076561927795,1686376177.755734,,,0.04854496316893411,,42.0,sweep_gin:basic_pool,GIN:Max,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.042222570779908944, 'act_first': False, 'num_layers': 5, 'hidden_channels': 64}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.03978418273989224, 'num_layers': 3}",5.0,False,,,sweep_gin:basic_pool,GIN:Max: 10.06.2023 06:33:38,fn5k2exs,102.0199966430664,64.67567443847656,62.09732437133789,4.05316686630249,2.248847723007202,2.502263069152832,62.644039154052734,1.2774524688720703,cat,relu,batch_norm,cpu,0.03978418273989224,False,3.0,64.0,,,,,,GNN
22,,,0.0,{'runtime': 6029},6031.085623264313,1686374321.1044512,,,0.008691689159890364,,42.0,sweep_gin:basic_pool,GIN:Sum,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.046149973804477766, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1735954165870611, 'num_layers': 3}",5.0,False,,,sweep_gin:basic_pool,GIN:Sum: 10.06.2023 05:38:08,gaae0svx,88.27999877929688,72.47027587890625,70.6471939086914,2.222702980041504,2.0546998977661133,2.17219877243042,71.36316680908203,1.2640817165374756,cat,relu,batch_norm,cpu,0.1735954165870611,False,3.0,128.0,,,,,,GNN
23,,,0.0,{'runtime': 6194},6195.469065904617,1686373977.6380868,,,0.00910422031835846,,42.0,sweep_gnn:basic_pool,GCN:Mean,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.02436561147470255, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.17540926777803653, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GCN:Mean: 10.06.2023 05:29:40,cjx3mn7p,87.18000030517578,75.93333435058594,71.86000061035156,1.8147917985916135,3.6099154949188232,4.733769416809082,73.40740966796875,1.714300274848938,cat,relu,batch_norm,cpu,0.17540926777803653,False,5.0,128.0,,,,,,GNN
24,,,0.0,{'runtime': 8985},8986.654688835144,1686371607.80316,,,0.01888436316126101,,42.0,sweep_gin:basic_pool,GIN:Sum,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.08493996730765288, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.0731841245402112, 'num_layers': 4}",5.0,False,,,sweep_gin:basic_pool,GIN:Sum: 10.06.2023 04:03:40,nol0goaz,93.27999877929688,69.97296905517578,68.29683685302734,2.0105843544006348,3.4500396251678467,3.3151042461395264,69.23159790039062,2.6277925968170166,cat,relu,batch_norm,cpu,0.0731841245402112,False,4.0,128.0,,,,,,GNN
25,,,0.0,{'runtime': 6838},6839.793683767319,1686368276.8579688,,,0.04060567319217163,,42.0,sweep_gin:basic_pool,GIN:Sum,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.0874202763865493, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1367212964083566, 'num_layers': 5}",5.0,False,,,sweep_gin:basic_pool,GIN:Sum: 10.06.2023 03:43:55,waxcavlf,98.5,66.08108520507812,64.05839538574219,1.3131983280181885,2.744438409805298,3.0713696479797363,64.69510650634766,2.0977728366851807,cat,relu,batch_norm,cpu,0.1367212964083566,False,5.0,128.0,,,,,,GNN
26,,,0.0,{'runtime': 3447},3448.731773853302,1686362609.559476,,,0.0035933769974281333,,42.0,sweep_gin:basic_pool,GIN:Mean,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 4.628116958088624e-05, 'act_first': False, 'num_layers': 5, 'hidden_channels': 64}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.06353618243833976, 'num_layers': 4}",5.0,False,,,sweep_gin:basic_pool,GIN:Mean: 10.06.2023 03:05:59,xlya5a4n,76.54000091552734,72.78919219970703,70.75912475585938,2.5889089107513428,1.7680193185806274,2.1615664958953857,73.76509094238281,1.6734139919281006,cat,relu,batch_norm,cpu,0.06353618243833976,False,4.0,64.0,,,,,,GNN
27,,,0.0,{'runtime': 12976},12978.39891386032,1686367760.1328168,,,0.0360537333971276,,42.0,sweep_gnn:basic_pool,GAT:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.1933756535805041, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.12952248514221917, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GAT:Max: 10.06.2023 01:52:58,n043gkyb,100.8000030517578,58.26667022705078,55.47999954223633,3.043896436691284,6.39727783203125,7.071760654449463,55.409873962402344,5.731878280639648,cat,relu,batch_norm,cpu,0.12952248514221917,False,5.0,128.0,,,,,,GNN
28,,,0.0,{'runtime': 6804},6805.532763242722,1686361421.7222831,,,0.05159449124172484,,42.0,sweep_gin:basic_pool,GIN:Mean,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.08322051524548855, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.08429751021025805, 'num_layers': 2}",5.0,False,,,sweep_gin:basic_pool,GIN:Mean: 10.06.2023 01:50:15,t42hufq8,99.45999908447266,65.1297378540039,63.844276428222656,2.383703231811523,6.669930458068848,5.644151210784912,64.36407470703125,5.8033881187438965,cat,relu,batch_norm,cpu,0.08429751021025805,False,2.0,128.0,,,,,,GNN
29,,,0.0,{'runtime': 9130},9131.432827949524,1686359145.594827,,,0.02410411073315187,,42.0,sweep_gin:basic_pool,GIN:Sum,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.07387304664332026, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.0834985992761836, 'num_layers': 3}",5.0,False,,,sweep_gin:basic_pool,GIN:Sum: 10.06.2023 00:33:33,ruldeyj9,94.55999755859376,71.41080474853516,69.7566909790039,3.5522916316986084,2.528465032577514,2.172471284866333,70.64282989501953,1.8972686529159544,cat,relu,batch_norm,cpu,0.0834985992761836,False,3.0,128.0,,,,,,GNN
30,,,0.0,{'runtime': 7341},7342.5309109687805,1686354759.9060009,,,0.0212931647984328,,42.0,sweep_gnn:basic_pool,GAT:Sum,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.077877320305148, 'act_first': False, 'num_layers': 5, 'hidden_channels': 64}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.0781502285198711, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GAT:Sum: 09.06.2023 23:50:15,1cxeasc2,97.23999786376952,72.42222595214844,68.13999938964844,4.157903671264648,3.5683586597442627,4.323688983917236,69.17037200927734,3.1399285793304443,cat,relu,batch_norm,cpu,0.0781502285198711,False,5.0,64.0,,,,,,GNN
31,,,0.0,{'runtime': 7883},7884.8989770412445,1686354599.444732,,,0.08978273420758319,,42.0,sweep_gin:basic_pool,GIN:Max,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.04266100176383619, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.07195715959374487, 'num_layers': 4}",5.0,False,,,sweep_gin:basic_pool,GIN:Max: 09.06.2023 23:38:34,tlvr2diw,108.5999984741211,63.25945663452149,62.02433776855469,3.880879402160645,2.202742338180542,2.4967291355133057,61.944129943847656,1.2483406066894531,cat,relu,batch_norm,cpu,0.07195715959374487,False,4.0,128.0,,,,,,GNN
32,,,0.0,{'runtime': 9634},9635.848757266998,1686349997.5160582,,,0.04647584879084797,,42.0,sweep_gin:basic_pool,GIN:Max,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.05088092500274051, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.183264355315797, 'num_layers': 2}",5.0,False,,,sweep_gin:basic_pool,GIN:Max: 09.06.2023 21:52:40,x0pzfeg5,101.63999938964844,64.15675354003906,62.05839920043945,4.406673908233643,2.3402204513549805,2.137803792953491,62.67167663574219,1.0921761989593506,cat,relu,batch_norm,cpu,0.183264355315797,False,2.0,128.0,,,,,,GNN
33,,,0.0,{'runtime': 7326},7328.250286102295,1686347394.958187,,,0.03701430631689126,,42.0,sweep_gnn:basic_pool,GCN:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.14714957489442437, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.15223191996173877, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GCN:Max: 09.06.2023 21:47:44,libbzllc,99.95999908447266,72.75555419921875,68.0199966430664,2.498652696609497,5.207897186279297,6.112850189208984,69.78271484375,3.52191424369812,cat,relu,batch_norm,cpu,0.15223191996173877,False,5.0,128.0,,,,,,GNN
34,,,0.0,{'runtime': 3302},3303.720053911209,1686340045.057056,,,0.07366758668908606,,42.0,sweep_gnn:basic_pool,GCN:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.012580864796673289, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.03470354724104681, 'num_layers': 4}",5.0,False,,,sweep_gnn:basic_pool,GCN:Max: 09.06.2023 20:52:19,vgcern0u,105.55999755859376,74.13333129882812,69.0199966430664,3.3390698432922363,4.91827917098999,4.501655101776123,70.32592010498047,3.735461473464966,cat,relu,batch_norm,cpu,0.03470354724104681,False,4.0,32.0,,,,,,GNN
35,,,0.0,{'runtime': 4497},4498.315310955048,1686340348.2390149,,,0.05829634328006528,,42.0,sweep_gin:basic_pool,GIN:Sum,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.07176213030968685, 'act_first': False, 'num_layers': 5, 'hidden_channels': 64}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.10238216339171922, 'num_layers': 5}",5.0,False,,,sweep_gin:basic_pool,GIN:Sum: 09.06.2023 20:37:28,emfnbanm,99.05999755859376,65.70270538330078,64.38442993164062,2.4445691108703613,3.500229597091675,3.0476174354553223,64.77800750732422,3.0809226036071777,cat,relu,batch_norm,cpu,0.10238216339171922,False,5.0,64.0,,,,,,GNN
36,,,0.0,{'runtime': 168},169.68863582611084,1686333156.937266,,,0.003733873412428764,1.0,42.0,,1WL+NN:Embedding-Sum,10.0,ENZYMES,32.0,,200.0,,,False,,,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 09.06.2023 19:49:46,66s4ltwy,74.27999877929688,52.66666412353515,48.26666641235352,0.8580946922302246,6.228571891784668,8.108952522277832,77.37860107421875,4.346887111663818,,relu,batch_norm,cpu,0.0980200557864032,,3.0,,128.0,,,,,1-WL+NN
37,,,0.0,{'runtime': 9540},9542.01395702362,1686336722.38413,,,0.005392193433009291,,42.0,sweep_gnn:basic_pool,GAT:Mean,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.04001282135533686, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.13757871131241797, 'num_layers': 5}",5.0,False,,,sweep_gnn:basic_pool,GAT:Mean: 09.06.2023 18:12:58,a1phbdzp,83.30000305175781,74.73333740234375,70.94000244140625,4.006372451782227,3.707700252532959,3.732975006103515,73.22715759277344,2.015990734100342,cat,relu,batch_norm,cpu,0.13757871131241797,False,5.0,128.0,,,,,,GNN
38,,,0.0,{'runtime': 5927},5928.875178098679,1686327158.567703,,,0.07957019468623415,,42.0,sweep_gnn:basic_pool,GAT:Mean,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.0036477006871103337, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1618894501954089, 'num_layers': 2}",5.0,False,,,sweep_gnn:basic_pool,GAT:Mean: 09.06.2023 16:33:47,h3dqy9yv,107.1999969482422,71.31111145019531,65.62000274658203,3.8279316425323486,4.521386623382568,6.2918477058410645,66.9481430053711,4.339344024658203,cat,relu,batch_norm,cpu,0.1618894501954089,False,2.0,32.0,,,,,,GNN
39,,,0.0,{'runtime': 3020},3021.408348083496,1686321207.428925,,,0.040412558982085775,,42.0,sweep_gnn:basic_pool,GCN:Mean,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.11887163369861144, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.07852266276839832, 'num_layers': 4}",5.0,False,,,sweep_gnn:basic_pool,GCN:Mean: 09.06.2023 15:43:04,w7mr18z7,99.54000091552734,75.68888854980469,70.69999694824219,2.8657727241516113,3.72688102722168,5.023414611816406,72.12345886230469,2.7026174068450928,cat,relu,batch_norm,cpu,0.07852266276839832,False,4.0,32.0,,,,,,GNN
40,,,0.0,{'runtime': 17980},17981.865972995758,1686335833.14121,,,0.08808272004537057,,42.0,sweep_gin:basic_pool,GIN:Sum,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.06658793405852809, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.07340160454264573, 'num_layers': 3}",5.0,False,,,sweep_gin:basic_pool,GIN:Sum: 09.06.2023 15:37:30,zndupavs,107.27999877929688,60.3675651550293,59.9610710144043,1.726622223854065,4.2160186767578125,4.155968189239502,59.89426803588867,3.883791446685791,cat,relu,batch_norm,cpu,0.07340160454264573,False,3.0,128.0,,,,,,GNN
41,,,0.0,{'runtime': 2697},2698.4132680892944,1686318167.9677,,,0.07489698871183102,,42.0,sweep_gnn:basic_pool,GCN:Sum,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.12127318516356114, 'act_first': False, 'num_layers': 5, 'hidden_channels': 16}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.06082562959053506, 'num_layers': 3}",5.0,False,,,sweep_gnn:basic_pool,GCN:Sum: 09.06.2023 14:57:47,ijznam98,106.54000091552734,75.28888702392578,70.44000244140625,3.1312122344970703,3.58153772354126,4.5227766036987305,72.57530975341797,2.1487834453582764,cat,relu,batch_norm,cpu,0.06082562959053506,False,3.0,16.0,,,,,,GNN
42,,,0.0,{'runtime': 4569},4570.345413923264,1686317836.170004,,,0.01813498262955441,,42.0,sweep_gin:basic_pool,GIN:Mean,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.022469359354241297, 'act_first': False, 'num_layers': 5, 'hidden_channels': 64}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.03654559190402214, 'num_layers': 5}",5.0,False,,,sweep_gin:basic_pool,GIN:Mean: 09.06.2023 14:21:04,bzr7qt6h,94.54000091552734,66.92972564697266,64.96349334716797,2.5810139179229736,4.092212200164795,3.712810754776001,65.6869888305664,3.29018235206604,cat,relu,batch_norm,cpu,0.03654559190402214,False,5.0,64.0,,,,,,GNN
43,,,0.0,{'runtime': 5382},5384.094344139099,1686314600.8528671,,,0.08667799798553018,,42.0,sweep_gnn:basic_pool,GIN:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.14741554156570508, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1418836778268057, 'num_layers': 4}",5.0,False,,,sweep_gnn:basic_pool,GIN:Max: 09.06.2023 13:13:35,e4nfh25g,104.77999877929688,53.400001525878906,50.720001220703125,1.4039303064346311,7.21274471282959,6.360079765319824,51.481475830078125,4.637072563171387,cat,relu,batch_norm,cpu,0.1418836778268057,False,4.0,128.0,,,,,,GNN
44,,,0.0,{'runtime': 7806},7807.879070043564,1686315446.150666,,,0.09526200252504032,,42.0,sweep_gnn:basic_pool,GCN:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.1435269800815505, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.05428784855049776, 'num_layers': 4}",5.0,False,,,sweep_gnn:basic_pool,GCN:Max: 09.06.2023 12:47:16,8rdsbkp8,105.0199966430664,63.57777786254883,60.939998626708984,2.075021505355835,10.18669319152832,9.805059432983398,61.44197082519531,8.803176879882812,cat,relu,batch_norm,cpu,0.05428784855049776,False,4.0,128.0,,,,,,GNN
45,,,0.0,{'runtime': 5601},5603.248780012131,1686309197.462807,,,0.04448900305695744,,42.0,sweep_gnn:basic_pool,GAT:Mean,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.036686280341809874, 'act_first': False, 'num_layers': 5, 'hidden_channels': 64}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.06677931636953803, 'num_layers': 4}",5.0,False,,,sweep_gnn:basic_pool,GAT:Mean: 09.06.2023 11:39:52,18rj5jid,101.04000091552734,66.17777252197266,61.459999084472656,3.562617778778076,5.217177867889404,6.599968910217285,63.10370635986328,4.74810266494751,cat,relu,batch_norm,cpu,0.06677931636953803,False,4.0,64.0,,,,,,GNN
46,,,0.0,{'runtime': 9941},9942.224112987518,1686313251.139698,,,0.02306957830690325,,42.0,sweep_gin:basic_pool,GIN:Sum,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.022692113368079497, 'act_first': False, 'num_layers': 5, 'hidden_channels': 128}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.15264627997202793, 'num_layers': 5}",5.0,False,,,sweep_gin:basic_pool,GIN:Sum: 09.06.2023 11:35:08,h3wv6zzm,93.76000213623048,67.52432250976562,65.79561614990234,2.781572103500366,3.3129842281341553,3.213261127471924,66.32923126220703,3.0241541862487793,cat,relu,batch_norm,cpu,0.15264627997202793,False,5.0,128.0,,,,,,GNN
47,,,0.0,{'runtime': 4833},4834.571840047836,1686307957.596997,,,0.08938915806541424,,42.0,sweep_gin:basic_pool,GIN:Max,10.0,NCI1,129.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.01901279099529958, 'act_first': False, 'num_layers': 5, 'hidden_channels': 64}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.07076324095704312, 'num_layers': 4}",5.0,False,,,sweep_gin:basic_pool,GIN:Max: 09.06.2023 11:32:02,5le1kelf,106.45999908447266,64.654052734375,62.70073318481445,3.025132894515991,2.1290132999420166,2.4337098598480225,62.810455322265625,1.4823044538497925,cat,relu,batch_norm,cpu,0.07076324095704312,False,4.0,64.0,,,,,,GNN
48,,,0.0,{'runtime': 455},456.4391920566559,1686303395.859134,,,0.010949435504184658,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,IMDB-BINARY,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1653102203714901, 'num_layers': 4}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 09.06.2023 11:28:58,d6ggmm36,89.58000183105469,73.26666259765625,68.05999755859375,3.8708221912384033,4.123380661010742,5.21931266784668,75.0,2.6385855674743652,,relu,batch_norm,cpu,0.1653102203714901,,4.0,,64.0,,,,,1-WL+NN
49,,,0.0,{'runtime': 319},320.93590116500854,1686302925.562925,,,0.010239312751120805,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,IMDB-BINARY,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.04535399771352431, 'num_layers': 2}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 09.06.2023 11:23:23,8yju70vz,89.5999984741211,75.26666259765625,70.9000015258789,2.7479119300842285,4.180423259735107,3.9551053047180176,74.2370376586914,1.7488696575164795,,relu,batch_norm,cpu,0.04535399771352431,,2.0,,128.0,,,,,1-WL+NN
50,,,0.0,{'runtime': 501},502.4417428970337,1686302592.3059149,,,0.09670814281012632,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,IMDB-BINARY,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.09457517164723434, 'num_layers': 5}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 09.06.2023 11:14:48,87bh0lxn,106.68000030517578,72.48888397216797,68.27999877929688,3.3651273250579834,4.268394947052002,4.890807628631592,70.50617980957031,2.525219202041626,,relu,batch_norm,cpu,0.09457517164723434,,5.0,,16.0,,,,,1-WL+NN
51,,,0.0,{'runtime': 5800},5801.677680969238,1686307614.23875,,,0.04502323274431735,,42.0,sweep_gnn:basic_pool,GAT:Max,10.0,IMDB-BINARY,32.0,"{'jk': 'cat', 'act': 'relu', 'norm': None, 'dropout': 0.09714958709043348, 'act_first': False, 'num_layers': 5, 'hidden_channels': 32}",200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.10342626971921656, 'num_layers': 2}",5.0,False,,,sweep_gnn:basic_pool,GAT:Max: 09.06.2023 11:10:10,n0c5fvt6,102.76000213623048,71.0888900756836,67.33999633789062,3.733794927597046,4.806615352630615,4.493124008178711,68.49136352539062,3.173063278198242,cat,relu,batch_norm,cpu,0.10342626971921656,False,2.0,32.0,,,,,,GNN
52,,,0.0,{'runtime': 388},389.70059394836426,1686302078.104382,,,0.02234777029504938,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,IMDB-BINARY,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.0926893787187802, 'num_layers': 4}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 09.06.2023 11:08:07,v2s7f5ak,95.86000061035156,75.71111297607422,71.63999938964844,4.110762596130371,3.6886236667633057,4.089608669281006,73.8716049194336,1.6355133056640625,,relu,batch_norm,cpu,0.0926893787187802,,4.0,,16.0,,,,,1-WL+NN
